,who,lang,text
ParlaMint-NO_2015-16_160414.ud2628e3316,KES,nob,"['Det voteres over forslagene nr. 65, 66 og 73, fra Senterpartiet.', 'Forslag nr. 65 lyder:', '«Stortinget ber regjeringen ta initiativ til en ny NOU om kvinnehelse, for å sikre helsetjenesten oppdatert kunnskap om kvinnehelse og utfordringene som er knyttet til forebygging, diagnostisering og korrekt behandling av kvinnesykdommer.»', 'Forslag nr. 66 lyder:', '«Stortinget ber regjeringen styrke jordmortilbudet ved fødeavdelinger og i kommunene slik at føde- og barseltilbudet blir i tråd med gjeldende faglige retningslinjer og at mor og barns helse blir prioritert i helsetjenesten.»', 'Forslag nr. 73 lyder:', '«Stortinget ber regjeringen styrke behandlingstilbudet for personer med alvorlige spiseforstyrrelser, spesielt behandlings- og forebyggingstilbudet rettet mot barn og unge.»', 'Arbeiderpartiet, Kristelig Folkeparti, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3344,KES,nob,"['Det voteres over forslag nr. 63, fra Senterpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen komme tilbake til Stortinget med en plan for å redusere bruk av midlertidighet i institusjoner innen forskning og høyere utdanning.»', 'Arbeiderpartiet, Venstre og Sosialistisk Venstreparti har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3362,KES,nob,"['Det voteres over forslag nr. 64, fra Senterpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen sikre bedre kjønnsbalanse mellom topp- og mellomledere i høyere utdanning.»', 'Arbeiderpartiet, Venstre, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3380,KES,nob,"['Det voteres over forslag nr. 67, fra Senterpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen jobbe for at ledergrupper i selskapene der staten har eierandel, direktorater og statsetater skal bestå av minst 40 prosent av begge kjønn.»', 'Arbeiderpartiet, Kristelig Folkeparti, Venstre, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3398,KES,nob,"['Det voteres over forslag nr. 68, fra Senterpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen sette mål om, og jobbe for at begge kjønn skal være representert med minst 40 prosent av lederne på de øverste nivåene i staten.»', 'Arbeiderpartiet og Kristelig Folkeparti har varslet støtte til forslaget. Venstre og Sosialistisk Venstreparti har varslet subsidiær støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3416,KES,nob,"['Det voteres over forslag nr. 44, fra Kristelig Folkeparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen vurdere hvordan lønnsgapet mellom kvinner og menn kan reduseres og elimineres ved hjelp av en likelønnspott.»', 'Venstre har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3434,KES,nob,"['Det voteres over forslagene nr. 24, 25, 32, 35, 37, 39, 42, 43, 83, 84 og 86, fra Arbeiderpartiet.', 'Forslag nr. 24 lyder:', '«Stortinget ber regjeringen etablere regionale kompetansesentre for likestilling organisert under Bufdir, i tråd med regjeringen Stoltenbergs forslag i Meld. St. 44 ', ' Likestilling kommer ikke av seg selv. De regionale kompetansemiljøene skal drive pådriver- og håndhevingsarbeid, forske, informere, veilede og motivere offentlige og private virksomheter til aktivt likestillingsarbeid. De tre eksisterende likestillingssentrene på Hamar, i Steigen og i Kristiansand, samt Reform, må styrkes og bli en del av denne strukturen, og det opprettes i tillegg 2 nye sentre slik at hele landet dekkes.»', 'Forslag nr. 25 lyder:', '«Stortinget ber regjeringen videreføre og øke støtten til CORE – Kjernemiljø for likestillingsforskning i statsbudsjettet for 2017.»', 'Forslag nr. 32 lyder:', '«Stortinget ber regjeringen opprette en nasjonal mentorordning for jenter og gutter som starter på utdanninger der det andre kjønnet er i stort flertall.»', 'Forslag nr. 35 lyder:', '«Stortinget ber regjeringen tilse at likestillingsarbeid integreres i barnehagen, for eksempel gjennom egne likestillingsansvarlige i barnehagene.»', 'Forslag nr. 37 lyder:', '«Stortinget ber regjeringen utrede muligheten for å bygge opp fagmiljøer med spisskompetanse på krenkelser, mobbing, trakassering og diskriminering og komme tilbake til Stortinget på egnet måte.»', 'Forslag nr. 39 lyder:', '«Stortinget ber regjeringen innføre obligatorisk kursing av rektorer, lærere og andre ansatte i skolen om hvordan man forhindrer mobbing og seksuell trakassering.»', 'Forslag nr. 42 lyder:', '«Stortinget ber regjeringen gjøre tiltak for å øke bruken av omvendt voldsalarm, der dette kan være aktuelt.»', 'Forslag nr. 43 lyder:', '«Stortinget ber regjeringen utrede behovet for overgangsboliger til voldsutsatte og vurdere å øremerke midler til kommunene for å opprette flere.»', 'Forslag nr. 83 lyder:', '«Stortinget ber regjeringen øke støtten til de frivillige organisasjonene på likestillingsfeltet i forslag til statsbudsjett for 2017.»', 'Forslag nr. 84 lyder:', '«Stortinget ber regjeringen styrke bevilgningen til Likestillings- og diskrimineringsombudet og -nemnda i forslag til statsbudsjett for 2017.»', 'Forslag nr. 86 lyder:', '«Stortinget ber regjeringen øke bevilgningen til organisasjonene som arbeider mot mobbing og diskriminering i forslag til statsbudsjett for 2017.»', 'Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3504,KES,nob,"['Det voteres over forslagene nr. 28, 40, 41 og 85, fra Arbeiderpartiet.', 'Forslag nr. 28 lyder:', '«Stortinget ber regjeringen innføre fri rettshjelp i saker der Likestillings- og diskrimineringsnemda anbefaler bruk av fri rettshjelp.»', 'Forslag nr. 40 lyder:', '«Stortinget ber regjeringen styrke forskningen på vold i nære relasjoner.»', 'Forslag nr. 41 lyder:', '«Stortinget ber regjeringen styrke domstolenes kunnskap om vold i nære relasjoner.»', 'Forslag nr. 85 lyder:', '«Stortinget ber regjeringen fremme forslag om å gjenopprette den årlige heltidspotten til lokale forsøk og tiltak for heltidskultur, som regjeringen Stoltenberg II innførte over Arbeidsdepartementets budsjett.»', 'Senterpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3537,KES,nob,"['Det voteres over forslag nr. 31, fra Arbeiderpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen stille krav om at helseforetakene skal redusere bruken av deltidsstillinger.»', 'Senterpartiet, Venstre og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3555,KES,nob,"['Det voteres over forslag nr. 33, fra Arbeiderpartiet.', 'Forslaget lyder:', '«Stortinget ber regjeringen utrede utforming og innføring av likestillingsstipend for å oppmuntre jenter og gutter til å velge utdanninger som har stort flertall av studenter av det andre kjønn. Dette bør også gjelde studier der kvinner eller menn med innvandrerbakgrunn er sterkt underrepresentert. Regjeringen kommer tilbake til Stortinget på egnet måte.»', 'Senterpartiet og Sosialistisk Venstreparti har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3573,KES,nob,"['Det voteres over forslag nr. 10, fra Arbeiderpartiet og Kristelig Folkeparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen opprette et norsk offentlig utvalg om mannsrollen og menns likestillingsutfordringer.»', 'Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3592,KES,nob,"['Det voteres over forslag nr. 12, fra Arbeiderpartiet og Kristelig Folkeparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen sette seg som ambisjon, og jobbe for, at minst 40 prosent av selskapene der staten har eierandel, skal ha kvinnelig styreleder.»', 'Senterpartiet, Venstre, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3610,KES,nob,"['Det voteres over forslag nr. 16, fra Arbeiderpartiet og Kristelig Folkeparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen gjøre systematisk rekruttering av kvinnelige mellomledere til en del av det statlige personalarbeidet.»', 'Senterpartiet og Sosialistisk Venstreparti har varslet støtte til forslaget. Venstre har varslet subsidiær støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3628,KES,nob,"['Det voteres over forslag nr. 2, fra Arbeiderpartiet og Kristelig Folkeparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen etablere et kontaktutvalg mellom regjeringen og likestillingsorganisasjonene.»', 'Senterpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3646,KES,nob,"['Det voteres over forslag nr. 27, 34 og 36, fra Arbeiderpartiet.', 'Forslag nr. 27 lyder:', '«Stortinget ber regjeringen opprette et nytt kommuneprogram etter modell av «Likestilte kommuner».»', 'Forslag nr. 34 lyder:', '«Stortinget ber regjeringen gjøre likestilling til et mer sentralt tema i barnehagelærerutdanningen.»', 'Forslag nr. 36 lyder:', '«Stortinget ber regjeringen komme tilbake til Stortinget på egnet måte med en plan for å rekruttere flere menn til barnehagene.»', 'Senterpartiet, Venstre, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3674,KES,nob,"['Det voteres over forslag nr. 8, 15, 18–20, 81 og 82, fra Arbeiderpartiet og Kristelig Folkeparti.', 'Forslag nr. 8 lyder:', '«Stortinget ber regjeringen inkludere spørsmål om seksuell trakassering i Elevundersøkelsen, for å bedre kartlegge omfanget.»', 'Forslag nr. 15 lyder:', '«Stortinget ber regjeringen styrke satsingen på statlig lederopplæring og kreve at det alltid skal være minst 40 prosent kvinner i alle statlige lederopplæringsprogrammer.»', 'Forslag nr. 18 lyder:', '«Stortinget ber regjeringen evaluere prosjektet «Et spørsmål om ære», som har jobbet mot æresrelatert vold, og fortsette arbeidet, basert på evalueringen.»', 'Forslag nr. 19 lyder:', '«Stortinget ber regjeringen utarbeide en handlingsplan mot sosial kontroll og æresrelatert vold.»', 'Forslag nr. 20 lyder:', '«Stortinget ber regjeringen legge frem en egen stortingsmelding om hvordan FNs bærekraftsmål skal gjennomføres, deriblant målet om økt likestilling.»', 'Forslag nr. 81 lyder:', '«Stortinget ber regjeringen forplikte skoler til å arbeide mot seksuell trakassering og fremme forslag om å ta dette inn som et krav i opplæringsloven.»', 'Forslag nr. 82 lyder:', '«Stortinget ber regjeringen styrke det kommunale krisesentertilbudet og fremme forslag om en ny forskriftshjemmel i krisesenterloven, slik at innhold og kvalitet i kommunenes krisesentertilbud kan reguleres bedre.»', 'Senterpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3723,KES,nob,"['Det voteres over forslag nr. 3–6, 9, 11 og 21–23, fra Arbeiderpartiet og Kristelig Folkeparti.', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen opprette et eget trepartssamarbeid for økt likestilling med partene i arbeidslivet.»', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringen utrede utforming og innføring av ekstrapoeng til gutter og jenter som søker på linjer på videregående skoler der det er for eksempel 80 prosent eller mer av det motsatte kjønn, og komme tilbake til Stortinget på egnet måte.»', 'Forslag nr. 5 lyder:', '«Stortinget ber regjeringen utrede utforming og innføring av ekstrapoeng til gutter og jenter som søker på studier der det er for eksempel 80 prosent eller mer av det motsatte kjønn, og komme tilbake til Stortinget på egnet måte.»', 'Forslag nr. 6 lyder:', '«Stortinget ber regjeringen gjennom styringsdialogen oppfordre til å få flere kvinner inn i ansettelsesutvalgene i akademia, samt gjøre ansettelsene åpne og inkluderende.»', 'Forslag nr. 9 lyder:', '«Stortinget ber regjeringen utrede behovet for egne kvinneavdelinger i flere fengsler og vurdere opprettelse av flere egne kvinnefengsler.»', 'Forslag nr. 11 lyder:', '«Stortinget ber regjeringen utvide statens eierprinsipper for god eierstyring til også å gjelde mål om likestilling.»', 'Forslag nr. 21 lyder:', '«Stortinget ber regjeringen levere et tillegg til statsbudsjettet som gir en likestillingsvurdering av statsbudsjettet i sin helhet.»', 'Forslag nr. 22 lyder:', '«Stortinget ber regjeringen utforme krav om en tidsplan for partene i arbeidslivet for å rette opp lønnsdiskrimineringen mellom kvinner og menn, slik at lønnsforskjellene reduseres, og gi det foreslåtte trepartsprogrammet for likestilling i mandat å arbeide med dette.»', 'Forslag nr. 23 lyder:', '«Stortinget ber regjeringen vurdere utforming av krav i alle offentlige virksomheter om redusert bruk av deltidsstillinger.»', 'Senterpartiet, Venstre, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3782,KES,nob,"['Det voteres over forslag nr. 1, fra Arbeiderpartiet og Kristelig Folkeparti.', 'Forslaget lyder:', '«Stortinget ber regjeringen holde en årlig redegjørelse for Stortinget om status i arbeidet med å fremme likestilling og mangfold i alle sektorer. Andelen kvinnelige toppledere i virksomhetene departementet har ansvaret for, skal inngå i redegjørelsen.»', 'Høyre, Fremskrittspartiet, Senterpartiet, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2015-16_160414.ud2628e3813,KES,nno,"['Under debatten er det satt fram fire forslag. Det er forslagene nr. 1–4, fra Kjersti Toppe på vegne av Senterpartiet.', 'Det voteres først over forslagene nr. 3 og 4, fra Senterpartiet.', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringa sikre at Statsarkiva vert vidareutvikla med statsarkivar som stadleg leiar, som får fagleg ansvar, budsjettansvar og personalansvar.»', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringa sikre Statsarkiva handlingsrom til å utvikle seg som regional arkivinstitusjon i eit samspel med både brukarar og kulturinstitusjonar, som fortsatt kan drive rettleiing og tilsyn og ta i mot større avleveringar av privatarkiv.»']"
ParlaMint-NO_2015-16_160414.ud2628e3836,KES,nno,"['Det voteres over forslagene nr. 1 og 2, fra Senterpartiet.', 'Forslag nr. 1 lyder:', '«Stortinget ber regjeringa oppretthalde og styrkje dei åtte regionale statsarkiva som eigne institusjonar.»', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringa fremje sak for Stortinget dersom det vert føreslått endringar i det statlege Arkivverket si organisering.»', 'Sosialistisk Venstreparti har varslet støtte til forslagene.']"
ParlaMint-NO_2015-16_160414.ud2628e3889,KES,nob,['Presidenten foreslår at redegjørelsen av klima- og miljøministeren om oppfølging av Paris-avtalen vedlegges protokollen. – Det anses vedtatt.']
ParlaMint-NO_2015-16_160414.ud2628e3927,KES,nob,['Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet før møtet heves? – Møtet er hevet.']
ParlaMint-NO_2015-16_160119.ud2651e1914,KES,nob,"['Replikkordskiftet er over.', 'De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2015-16_160119.ud2651e1993,KES,nob,"['Flere har ikke bedt om ordet til sak nr. 11.', 'Da tar Stortinget pause fram til kl. 17.15.', 'Stortinget tok pause kl. 15.45.', '-----', 'Stortinget gjenopptok sine forhandlinger kl. 17.15.']"
ParlaMint-NO_2013-14_131218.ud2653e1676,KES,nob,"['Dette spørsmålet bortfaller, da spørreren ikke er til stede.']"
ParlaMint-NO_2013-14_131218.ud2653e1745,KES,nob,"['Dette spørsmålet, fra representanten Arild Grande til arbeids- og sosialministeren, er overført til barne-, likestillings- og inkluderingsministeren som rette vedkommende.']"
